,ID,name,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real
23576,1119691355,Start-up Coin,Product Design,Design,USD,2015-08-07,500.0,2015-06-23 17:25:38,19.0,failed,3,US,19.0,19.0,500.0
242590,303766185,Conversations with Wendy: The Finest Radio Show,Radio & Podcasts,Publishing,USD,2014-07-05,26000.0,2014-06-05 19:24:51,1515.0,failed,31,US,1515.0,1515.0,26000.0
316088,68006123,The AfterLife Ticket (Canceled),Drama,Film & Video,USD,2014-09-17,100000.0,2014-08-18 14:07:26,10.0,canceled,1,US,10.0,10.0,100000.0
218663,2113814446,"A new style, Electronic Jazz by Mateen J.",Jazz,Music,USD,2014-01-10,2500.0,2013-12-11 19:03:10,0.0,failed,0,US,0.0,0.0,2500.0
247903,330879160,iPhoneography & iPad photo editing ebook,Nonfiction,Publishing,GBP,2013-04-07,10000.0,2013-03-08 10:56:09,14.0,failed,2,GB,21.0,21.51,15360.75
205441,2046537489,KanakaMusic,Software,Technology,USD,2014-04-08,19500.0,2014-02-20 17:45:09,3621.0,failed,28,US,3621.0,3621.0,19500.0
363086,920077826,"Please, God, Let Them be Amazing",Nonfiction,Publishing,USD,2012-07-29,3000.0,2012-06-29 19:10:37,3732.0,successful,84,US,3732.0,3732.0,3000.0
253587,359656969,Never Ending Night,Immersive,Theater,GBP,2015-09-04,5000.0,2015-08-06 10:33:15,7629.5,successful,142,GB,11853.2,11616.88,7613.13
190961,1971738331,"My Real Virtual Life, Where Virtual meets Reality!!",Software,Technology,USD,2017-09-17,10000.0,2017-08-18 10:03:54,1.0,failed,1,US,0.0,1.0,10000.0
11795,105917013,Dating on Purpose,Literary Journals,Publishing,USD,2015-12-19,2500.0,2015-11-19 22:15:29,0.0,failed,0,US,0.0,0.0,2500.0
199219,2014512622,Ah Sh*t Tees,Fashion,Fashion,GBP,2016-09-30,300.0,2016-09-01 17:51:34,84.0,failed,3,GB,73.4,108.88,388.87
371372,962441882,The Inspirationalist,Art Books,Publishing,USD,2011-04-08,10000.0,2011-01-07 20:04:15,0.0,failed,0,US,0.0,0.0,10000.0
192933,1981786775,The Happy Camper: a mobile art gallery project,Painting,Art,USD,2012-09-13,2500.0,2012-08-14 00:06:14,2655.0,successful,59,US,2655.0,2655.0,2500.0
329257,747498327,The Photo Palace Bus  • ? • In Support of Analog Photography,Photography,Photography,USD,2012-02-02,16000.0,2011-12-04 01:20:19,9892.0,failed,116,US,9892.0,9892.0,16000.0
244925,315620806,The Road to a Modern Classic,R&B,Music,USD,2015-11-29,3000.0,2015-10-30 05:18:46,1.0,failed,1,US,1.0,1.0,3000.0
365130,930332877,The Next-Generation Health Tour (Canceled),Food,Food,USD,2012-08-16,35000.0,2012-07-17 15:48:34,1010.0,canceled,17,US,1010.0,1010.0,35000.0
168518,1857361620,Tuning 2 You: Lost Musicians of India,Film & Video,Film & Video,GBP,2016-07-11,10000.0,2016-06-19 06:52:42,13518.0,successful,139,GB,17954.37,18063.98,13362.91
62739,1318948454,Tarot of the Zirkus Mägi: FULL DECK,Playing Cards,Games,USD,2014-07-25,9000.0,2014-06-10 23:01:02,10649.0,successful,162,US,10649.0,10649.0,9000.0
223550,2138922242,Glow Disc Charging Carrier,Gadgets,Technology,USD,2017-10-23,60000.0,2017-08-24 04:48:34,115.0,failed,3,US,0.0,115.0,60000.0
4508,1023015531,COMBAT JACKS,Comics,Comics,USD,2012-06-17,550.0,2012-05-20 03:16:43,1722.0,successful,50,US,1722.0,1722.0,550.0
196948,2002806993,The Tiger Hunter - a feature film,Narrative Film,Film & Video,USD,2013-02-16,55000.0,2013-01-14 01:50:04,65675.0,successful,799,US,65675.0,65675.0,55000.0
57878,1294534795,Beauty Beyond the Chaos,Places,Photography,USD,2017-03-07,12000.0,2017-01-30 18:57:02,0.0,failed,0,US,0.0,0.0,12000.0
317317,686419668,Prevail of Tactics (Indie Java PC-Game) (Canceled),Video Games,Games,USD,2015-03-18,7500.0,2015-01-17 06:41:55,8.0,canceled,1,US,8.0,8.0,7500.0
241767,299528628,ALTERED BEAST: THE RETURN,Video Games,Games,EUR,2017-08-21,10000.0,2017-06-22 00:42:31,0.0,canceled,0,ES,0.0,0.0,11808.05
291403,552869945,the Indiana Sports Report,Web,Journalism,USD,2014-08-24,5000.0,2014-07-10 17:45:10,110.0,failed,4,US,110.0,110.0,5000.0
88423,1449574017,Materials + Process: Leather Goods for the Modern Frontier,Product Design,Design,USD,2015-04-24,10000.0,2015-03-25 08:32:04,10781.0,successful,97,US,10781.0,10781.0,10000.0
305387,625188237,Zombie Bowling Squad,Video Games,Games,USD,2015-06-15,9500.0,2015-05-16 05:20:34,7.0,failed,3,US,7.0,7.0,9500.0
213973,2090335812,"Our Thriller (Memento Style) Short Film ""Buoyancy""",Shorts,Film & Video,USD,2011-10-11,3000.0,2011-08-27 22:18:54,0.0,failed,0,US,0.0,0.0,3000.0
284263,516090420,"BARE Dance Company travels to Seattle for ""Men in Dance""",Dance,Dance,USD,2012-09-30,4000.0,2012-09-11 20:02:05,1667.0,failed,27,US,1667.0,1667.0,4000.0
326649,733791366,"Are You ""Dedicated""",Poetry,Publishing,USD,2014-01-15,1000.0,2013-12-15 16:12:21,225.0,failed,5,US,225.0,225.0,1000.0
7932,1039980434,Closure: The Hunt for Justice in the Case of Fen MacIntosh,Documentary,Film & Video,CAD,2016-08-14,75000.0,2016-07-15 17:18:07,25115.0,failed,177,CA,4898.44,19553.88,58393.02
190597,1969999012,Katanas & Trenchcoats: Retromodern Roleplaying,Tabletop Games,Games,USD,2016-05-01,10000.0,2016-04-01 09:00:29,32766.0,successful,895,US,32766.0,32766.0,10000.0
61645,1313478450,Golf Course Screen Print Series,Graphic Design,Design,USD,2013-04-04,7000.0,2013-03-04 19:36:22,10221.0,successful,106,US,10221.0,10221.0,7000.0
136049,1690820925,Starting an inspirational podcast,Webseries,Film & Video,USD,2017-12-18,2000.0,2017-11-18 22:08:57,100.0,failed,3,US,100.0,100.0,2000.0
288107,5358937,"Jotunheim Lady, Watch with Ruby, Scandinavian Design",Product Design,Design,NOK,2017-09-10,100000.0,2017-08-11 17:31:05,145650.0,successful,58,NO,17334.25,18665.66,12815.42
18942,1095980637,Chez Moi on Wheels!,Food,Food,USD,2011-07-07,3500.0,2011-05-17 17:18:01,1615.0,failed,30,US,1615.0,1615.0,3500.0
364272,925977744,PARK JEFFERSON NEEDS A TOUR VAN!,Indie Rock,Music,USD,2011-12-10,1000.0,2011-10-11 04:52:09,611.0,failed,28,US,611.0,611.0,1000.0
286061,52517362,AMERICAN SOLDIER: FINAL JUSTICE - Assisting Our Real Heroes,Comics,Comics,USD,2011-06-29,1000.0,2011-05-20 22:24:23,1060.0,successful,11,US,1060.0,1060.0,1000.0
11641,1058369389,Cosplay Actually,Film & Video,Film & Video,GBP,2014-03-02,9900.0,2014-02-10 22:08:55,5050.0,failed,9,GB,8286.95,8468.89,16602.38
79547,1404700832,"Bridge™ , Your Personal Travel Body Comfort System",Product Design,Design,USD,2016-06-03,35000.0,2016-05-04 19:32:22,4769.6,canceled,109,US,4769.6,4769.6,35000.0
53205,1270925902,"""He Said,"" She Wrote",Fiction,Publishing,USD,2012-01-18,400.0,2011-12-19 18:45:46,136.0,failed,9,US,136.0,136.0,400.0
166806,1848449646,LA MUERTE FOLKLÓRICA,Art,Art,MXN,2017-07-21,70000.0,2017-05-22 18:01:41,14360.0,failed,14,MX,0.0,820.48,3999.54
360876,908734339,Trainwreck: A Red76 Residency & Book,Publishing,Publishing,USD,2014-04-05,4500.0,2014-03-21 20:46:56,4711.23,successful,130,US,4711.23,4711.23,4500.0
173109,1880425120,BLITZ CHAMPZ: a football card game for jock and nerds!,Playing Cards,Games,USD,2016-12-07,5000.0,2016-11-16 17:01:41,2750.0,failed,78,US,455.0,2750.0,5000.0
121000,1614606979,From Blowjobs to Baby Talk - Stories of a (phone) call girl,Nonfiction,Publishing,USD,2012-11-13,3000.0,2012-10-29 22:28:06,25.0,failed,1,US,25.0,25.0,3000.0
115813,1587998424,Mokey Key Brace,Product Design,Design,GBP,2013-06-29,3500.0,2013-05-30 12:30:07,1566.0,failed,105,GB,2353.46,2344.42,5239.76
317818,688829203,The Adventure,Fiction,Publishing,USD,2017-10-31,2500.0,2017-09-28 06:42:24,2740.0,successful,43,US,0.0,2740.0,2500.0
373436,972880348,RE-MEMBER,Poetry,Publishing,USD,2015-05-08,15000.0,2015-04-08 07:22:59,65.0,failed,2,US,65.0,65.0,15000.0
216332,2102158394,CoLAB Bottle Openers LLC: Custom Engraved Bottle Openers,Product Design,Design,USD,2014-07-04,9999.0,2014-06-04 23:53:18,13469.0,successful,138,US,13469.0,13469.0,9999.0
195249,199425740,Enchanted Forest Art Prints! (Canceled),Illustration,Art,USD,2015-03-17,4000.0,2015-02-23 02:12:39,320.0,canceled,7,US,320.0,320.0,4000.0
367698,943472580,BrBa Elixirs -A soda collection for Breaking Bad fans,Drinks,Food,USD,2015-03-07,15000.0,2015-02-05 20:49:52,1.0,failed,1,US,1.0,1.0,15000.0
274959,46907956,EastSiders: Season 2,Webseries,Film & Video,USD,2014-05-19,125000.0,2014-04-14 17:00:13,153169.68,successful,1051,US,153169.68,153169.68,125000.0
150202,1763315119,Mikka's Imagination - a charming series of children's books,Children's Books,Publishing,GBP,2015-06-23,5000.0,2015-05-24 15:40:25,1014.0,failed,45,GB,1570.72,1594.67,7863.24
11158,1056009477,Share your Videogames / Teile deine Videospiele,Video Games,Games,EUR,2015-11-07,900000.0,2015-09-08 21:57:50,7.0,failed,3,DE,7.81,7.53,968762.78
254772,365682114,The Mini Mobile Robotic Printer,Hardware,Technology,USD,2014-05-10,400000.0,2014-04-10 09:39:37,511662.54,successful,3081,US,511662.54,511662.54,400000.0
204928,2044065345,The LINK™ Key Hook from Raphael Quality Goods Co.,Product Design,Design,CAD,2015-04-01,2500.0,2015-03-02 16:06:25,8699.0,successful,170,CA,6953.75,6879.94,1977.22
184466,1939404055,American Fascism-How to Vote against the Corporate Oligarchy,Nonfiction,Publishing,USD,2015-12-13,500.0,2015-11-13 16:59:54,520.0,successful,18,US,520.0,520.0,500.0
72855,1370956875,"Limelight: a debut album from Bryan ""B Nice"" Narcisse",Hip-Hop,Music,USD,2015-02-16,5500.0,2015-01-17 20:38:05,2800.0,failed,40,US,2800.0,2800.0,5500.0
250256,342903656,Brighter Fire Apparel's 2013 Spring / Summer Collection,Fashion,Fashion,USD,2013-02-24,7500.0,2013-01-25 01:53:49,10049.5,successful,206,US,10049.5,10049.5,7500.0
225925,218445930,Mobile Farmers Market,Farmer's Markets,Food,USD,2017-12-24,10000.0,2017-10-25 17:12:49,235.0,failed,7,US,85.0,235.0,10000.0
35505,1180072694,PushCups: A Better Way to Knuckle Up!,Product Design,Design,USD,2017-06-13,26500.0,2017-04-29 18:34:40,410.0,canceled,11,US,410.0,410.0,26500.0
360928,909021345,The First Full-Length Album by Rodello’s Machine | Red Dust,Indie Rock,Music,USD,2013-12-01,11000.0,2013-11-01 05:25:49,3961.0,failed,72,US,3961.0,3961.0,11000.0
147885,1751602470,OPERATION: BREW,Drinks,Food,USD,2015-02-21,2000.0,2015-01-22 02:11:45,0.0,failed,0,US,0.0,0.0,2000.0
358819,898023489,Community Supported Cheese at Cyril's: JULY,Food,Food,USD,2013-07-20,1260.0,2013-07-09 18:12:00,1307.0,successful,45,US,1307.0,1307.0,1260.0
7089,1036005615,'YOURS!' Magazine - Made by You. Made for You.,Publishing,Publishing,USD,2012-01-30,4000.0,2011-12-31 05:04:55,0.0,failed,0,US,0.0,0.0,4000.0
333749,77009547,The Women of Armageddon Photographic Novel (Canceled),Comics,Comics,USD,2012-11-17,8500.0,2012-10-08 21:54:46,825.35,canceled,22,US,825.35,825.35,8500.0
60331,1306665680,My First Self Released Album,Pop,Music,USD,2012-06-02,5000.0,2012-05-03 18:29:50,5.0,failed,1,US,5.0,5.0,5000.0
173709,188339381,The Blue Chip Store,Nonfiction,Publishing,USD,2015-06-20,11000.0,2015-05-21 23:38:36,13152.0,successful,225,US,13152.0,13152.0,11000.0
290888,550162306,Desserts Plus Cafe,Restaurants,Food,CAD,2017-03-22,15000.0,2017-02-10 05:21:44,15095.0,successful,57,CA,246.67,11288.51,11217.47
4554,1023257753,THE EXECUTIVE BOARD MAKES ORIGINALS,Music,Music,USD,2012-05-15,3000.0,2012-04-15 07:09:06,3331.0,successful,73,US,3331.0,3331.0,3000.0
172075,1875189673,The Branches New Album,Music,Music,USD,2012-08-13,8000.0,2012-07-14 00:45:43,763.0,failed,17,US,763.0,763.0,8000.0
285796,523879435,Nice Ride! A Trip of a Lifetime. Next Ride! Emails...,Nonfiction,Publishing,USD,2014-04-19,6400.0,2014-03-20 21:31:03,6436.0,successful,16,US,6436.0,6436.0,6400.0
345031,82758542,CostFunction - Future of Modern Fashion & Technology,Apparel,Fashion,CAD,2017-02-12,10000.0,2017-01-13 01:42:14,5.0,canceled,1,CA,3.81,3.82,7645.84
219803,2119591673,"""N Wordz N Music""",Hip-Hop,Music,USD,2014-01-12,1000.0,2013-12-10 07:03:00,1.0,failed,1,US,1.0,1.0,1000.0
93251,1474015763,"New CD ""THE BEST OF TIM GARMON""",Country & Folk,Music,USD,2017-11-09,10000.0,2017-10-10 20:50:20,0.0,failed,0,US,0.0,0.0,10000.0
207962,2059817631,Latito - Short Film,Shorts,Film & Video,GBP,2014-01-05,1500.0,2013-12-11 23:07:32,17.0,failed,3,GB,27.97,27.9,2461.4
195743,1996816541,"Hello!(Sawadee)."".America""   BOOK",Translations,Publishing,USD,2015-04-29,13000.0,2015-03-30 05:09:19,0.0,failed,0,US,0.0,0.0,13000.0
344667,825561638,Weston Super Sonic 2016,Video Games,Games,GBP,2015-08-29,1000.0,2015-07-30 19:49:22,1624.0,successful,47,GB,2535.81,2472.74,1522.63
9659,1048722552,Cindi's Bead Works,DIY,Crafts,USD,2017-05-11,4000.0,2017-04-11 00:40:15,30.0,failed,1,US,30.0,30.0,4000.0
366685,938401553,EZ Daisy Dog Collar (Canceled),Product Design,Design,USD,2013-11-25,25000.0,2013-10-26 20:43:36,7640.0,canceled,107,US,7640.0,7640.0,25000.0
70439,1358592531,Nawawi Diaries,Nonfiction,Publishing,USD,2015-07-18,30000.0,2015-07-07 23:10:51,0.0,failed,0,US,0.0,0.0,30000.0
116115,1589688480,"The Penguin Who Said: ""Enough!""",Children's Books,Publishing,USD,2014-12-02,3000.0,2014-11-01 23:55:50,864.0,failed,4,US,864.0,864.0,3000.0
204485,2041711841,SOG summer on the frontlines,Hip-Hop,Music,USD,2012-06-17,2000.0,2012-05-18 01:40:49,0.0,failed,0,US,0.0,0.0,2000.0
265691,421601183,Spawnkillers - Cross-platform 2D shooter game (Canceled),Video Games,Games,NOK,2015-01-30,5000.0,2014-12-31 19:01:45,0.0,canceled,0,NO,0.0,0.0,639.89
256418,374081487,Everybody wants a Bone Zone lighter,DIY,Crafts,USD,2015-02-14,50.0,2015-01-22 22:34:35,25.0,failed,3,US,25.0,25.0,50.0
205184,2045264333,Aaron Miller's Collector Tokens,Playing Cards,Games,USD,2016-03-16,5500.0,2016-02-15 17:00:24,39435.0,successful,773,US,39435.0,39435.0,5500.0
246820,325331814,Retro Bomberman For The OUYA (Canceled),Video Games,Games,USD,2014-04-21,10000.0,2014-03-22 05:38:49,266.0,canceled,5,US,266.0,266.0,10000.0
72970,1371509928,PIZZLE - Sliding puzzles are going social.,Mobile Games,Games,EUR,2015-11-14,15000.0,2015-10-10 17:21:46,1157.0,failed,23,FR,1304.99,1236.6,16031.98
334594,774421932,QuoteMeClothing Spreading Positivity Through Clothing,Fashion,Fashion,USD,2017-01-18,8000.0,2016-12-19 21:40:17,0.0,canceled,0,US,0.0,0.0,8000.0
343061,817716824,Ginebra Films & Media - Multimedia Entertainment For All,Film & Video,Film & Video,USD,2016-08-31,10000.0,2016-08-01 07:41:36,0.0,canceled,0,US,0.0,0.0,10000.0
281195,50047754,EdRoboTech: Learn to Print Robots with 3D Printer Technology,3D Printing,Technology,USD,2015-04-03,15000.0,2015-02-04 01:33:29,27.0,failed,3,US,27.0,27.0,15000.0
201867,2028012916,Electric Hydrogen Supercharger,Gadgets,Technology,USD,2015-02-22,15000.0,2015-01-23 19:35:13,303.0,failed,4,US,303.0,303.0,15000.0
17884,1090862725,Help Create merchandise from original visionary art designs,Painting,Art,AUD,2016-04-06,60000.0,2016-02-06 04:50:56,34.0,failed,2,AU,24.42,25.6,45177.32
202977,2033625875,Draken blade,Tabletop Games,Games,EUR,2017-02-22,8000.0,2017-01-23 16:08:11,1479.0,suspended,104,FR,1642.41,1569.06,8487.16
87618,1445452516,Exit Safe Intoxication Identification Information System,Technology,Technology,USD,2016-05-01,65000.0,2016-03-17 07:18:02,1.0,failed,1,US,1.0,1.0,65000.0
282638,508125844,Studio Green 557,Photography,Photography,USD,2015-03-25,2200.0,2015-02-13 18:11:51,0.0,failed,0,US,0.0,0.0,2200.0
132071,1670224435,Enchanted Thyme ® - A Transmedia Food Fantasy For the Entire Family,Food,Food,USD,2010-10-07,8300.0,2010-09-02 21:29:39,3545.0,failed,7,US,3545.0,3545.0,8300.0
155809,179250593,TRANSITION - The book (Canceled),Photography,Photography,USD,2013-04-30,18300.0,2013-03-22 02:34:33,6185.0,canceled,36,US,6185.0,6185.0,18300.0
305143,623879990,"Net Sky - Mobile, Tablet Operation system",Technology,Technology,NZD,2014-05-31,10000000.0,2014-04-01 07:43:32,1.0,failed,1,NZ,0.87,0.85,8521516.83
275248,47048198,Jim Campilongo & Honeyfingers,Music,Music,USD,2014-11-12,8000.0,2014-10-13 17:37:59,16781.0,successful,188,US,16781.0,16781.0,8000.0
296669,58029739,Online contest for baked goods,Web,Technology,USD,2017-08-27,5000.0,2017-07-28 23:10:55,0.0,failed,0,US,0.0,0.0,5000.0
43797,1222782123,Hoo Nose a New Food Trailer is coming to Portland Oregon,Food Trucks,Food,USD,2015-07-16,12500.0,2015-06-29 22:22:35,25.0,failed,1,US,25.0,25.0,12500.0
139741,1709735431,Hooey Savvy's Cookie-Wise Pablo,Children's Books,Publishing,USD,2012-07-19,14000.0,2012-06-19 16:52:19,5547.0,failed,86,US,5547.0,5547.0,14000.0
83098,1422615037,Le Neckbeard: A Casual Card Game for Casuals,Playing Cards,Games,USD,2017-06-14,10000.0,2017-05-15 17:24:32,11381.0,successful,268,US,325.0,11381.0,10000.0
14261,1071713381,Hip-Hop: The Gospel according to Mr. Jones,Hip-Hop,Music,USD,2015-10-08,7500.0,2015-09-08 03:27:24,65.0,failed,2,US,65.0,65.0,7500.0
3971,1020446396,"Stilt City- A Bungalow Artist Space in The Rockaways, NYC",Public Art,Art,USD,2015-01-01,60000.0,2014-11-19 23:14:29,18087.0,canceled,204,US,18087.0,18087.0,60000.0
13587,1068454279,CURSE OF THE SUNSET STARLET film festival submission funds,Shorts,Film & Video,USD,2013-03-17,2250.0,2013-02-28 05:52:21,2575.0,successful,28,US,2575.0,2575.0,2250.0
184598,1940015652,"""Encounter"" in Bronze",Public Art,Art,USD,2013-03-10,14000.0,2013-02-08 21:50:54,14157.0,successful,69,US,14157.0,14157.0,14000.0
252255,353007236,Supernova 0.1.8,Animation,Film & Video,USD,2013-04-03,2750.0,2013-03-04 21:55:34,0.0,failed,0,US,0.0,0.0,2750.0
38916,1197633171,Yellow Submarine at Coachella 2012,Art,Art,USD,2012-04-03,850.0,2012-02-12 03:02:06,1.0,failed,1,US,1.0,1.0,850.0
259397,389010850,Photo Calendars - Fundraising for Paly GG,Places,Photography,USD,2015-04-19,3500.0,2015-02-18 06:55:01,0.0,failed,0,US,0.0,0.0,3500.0
5583,1028605439,CHRISTA WELLS: New Album!,Indie Rock,Music,USD,2012-12-14,15000.0,2012-11-14 14:55:48,15911.0,successful,173,US,15911.0,15911.0,15000.0
346307,834062470,The Galaxy Kid,Shorts,Film & Video,USD,2015-01-01,6000.0,2014-12-02 05:42:42,20.0,failed,2,US,20.0,20.0,6000.0
218235,2111515384,ITALIAN RESTUARANT,Food,Food,EUR,2015-08-08,250000.0,2015-07-09 22:39:54,0.0,failed,0,IT,0.0,0.0,279273.44
376587,989387589,TwistiMeds,Product Design,Design,USD,2015-03-09,15000.0,2015-02-07 08:31:50,373.0,failed,18,US,373.0,373.0,15000.0
351156,858956157,THE COFFEE PRINTED TEE,Apparel,Fashion,USD,2016-04-26,500.0,2016-03-25 18:36:03,1285.0,successful,33,US,1285.0,1285.0,500.0
259362,388850504,Essential Multi-Use Tray,Product Design,Design,USD,2017-05-12,13300.0,2017-04-14 00:48:06,100.0,failed,1,US,0.0,100.0,13300.0
133267,1676404360,MODUS: The Ultimate 11-in-1 Portable Sketching Tool.,Product Design,Design,USD,2015-02-12,1400.0,2015-01-01 11:10:30,25754.0,successful,987,US,25754.0,25754.0,1400.0
77583,1394680628,Crusin' Beauties 2015 Calendar,People,Photography,USD,2014-12-01,1000.0,2014-10-02 21:03:17,165.0,failed,7,US,165.0,165.0,1000.0
235343,266511627,Winky Skull Enamel Pins,Product Design,Design,USD,2017-01-23,500.0,2017-01-13 23:37:01,713.24,successful,70,US,449.24,713.24,500.0
121510,1617200118,Cufftore | First-Ever Interchangeable Magnetic Suit Buttons,Accessories,Fashion,CAD,2016-04-24,10000.0,2016-03-15 12:26:46,3032.0,canceled,37,CA,2294.21,2420.18,7982.12
59815,1304152213,Chordially Records: Our newest EP!,Music,Music,USD,2016-02-01,1750.0,2015-12-21 19:23:51,1945.0,undefined,0,"N,0""",,1945.0,1750.0
93544,1475503766,Line In The Sand: Stories from the Northern Gateway,Nonfiction,Publishing,CAD,2013-11-14,6000.0,2013-10-15 01:57:22,7239.0,successful,111,CA,6992.92,6918.0,5733.94
341639,810238319,New Orleans Kids' Counting Book feat. Allen the Alligator,Children's Books,Publishing,USD,2014-12-07,1406.0,2014-11-07 00:55:55,1781.0,successful,51,US,1781.0,1781.0,1406.0
33826,1171788767,The World's first Solid Body Bamboo Electric Harp Guitar,Product Design,Design,USD,2013-08-11,5000.0,2013-06-12 15:39:20,11036.0,successful,6,US,11036.0,11036.0,5000.0
177917,1905219398,MAMA,Documentary,Film & Video,GBP,2016-01-31,2500.0,2015-12-20 22:48:18,3141.0,successful,25,GB,4677.93,4571.05,3638.22
365262,931077781,Hazel Harbor,DIY,Crafts,USD,2016-06-11,750.0,2016-05-12 03:15:49,752.0,successful,13,US,752.0,752.0,750.0
69694,1354678378,Grime Meets Art,Mixed Media,Art,GBP,2016-11-15,2600.0,2016-09-26 21:35:09,500.0,failed,1,GB,0.0,616.4,3205.29
239026,285430578,Liber Veneficii: The Book of Poisons,Tabletop Games,Games,USD,2016-05-04,9000.0,2016-04-04 13:00:23,14039.0,successful,282,US,14039.0,14039.0,9000.0
129669,1658463753,Game Planner: A Free Web Mapping Application,Web,Technology,USD,2014-10-30,2500.0,2014-09-30 03:24:59,5.0,failed,1,US,5.0,5.0,2500.0
301145,603412247,From Dreams to Reality: SugaLumps Bakery Fund,Food,Food,USD,2016-07-22,8000.0,2016-06-22 01:28:22,2.0,failed,2,US,1.0,2.0,8000.0
114260,1580354302,House Monkey App,Apps,Technology,USD,2014-12-24,20000.0,2014-11-14 13:03:59,20155.0,successful,103,US,20155.0,20155.0,20000.0
290163,546432955,App - In Memory | The Obituary Wall,Apps,Technology,USD,2017-03-24,3500.0,2017-02-23 00:13:53,0.0,failed,0,US,0.0,0.0,3500.0
86555,1440096806,78 Tarot Nautical,Art,Art,USD,2015-06-18,20000.0,2015-05-19 01:00:18,30786.0,successful,384,US,30786.0,30786.0,20000.0
212300,2082090943,Alexander: The New King of Pop!,Pop,Music,USD,2015-11-01,7700.0,2015-10-02 17:20:46,100.0,failed,1,US,100.0,100.0,7700.0
291429,552977529,The Burning City: A Dark Fantasy Tour De Force,Fiction,Publishing,USD,2012-06-04,2000.0,2012-05-05 02:16:51,3634.0,successful,142,US,3634.0,3634.0,2000.0
78728,140060284,"""GYG"" - Urban Spaces Re-invented to Grow Your Greens.",Hardware,Technology,SGD,2017-07-31,100000.0,2017-06-27 11:30:53,14211.0,failed,9,SG,79.33,10477.77,73730.0
357180,889514592,Mooz: Industrial Grade Transformable Metallic 3D Printer,3D Printing,Technology,USD,2017-11-15,50000.0,2017-10-11 16:04:02,486025.0,successful,1025,US,57432.0,486025.0,50000.0
70095,1356807546,Jon Anderson & Jean-Luc Ponty Project,Music,Music,USD,2014-08-24,95000.0,2014-07-25 19:55:28,109933.0,successful,1234,US,109933.0,109933.0,95000.0
364640,927882654,Who The Eff Is That?! the podcast,Audio,Journalism,USD,2017-08-06,1250.0,2017-07-07 22:51:06,62.0,failed,2,US,2.0,62.0,1250.0
221353,2127498220,Bringing Patients Stories to Life with Patient Talk,Documentary,Film & Video,USD,2017-07-15,50000.0,2017-06-15 20:28:26,123.0,failed,3,US,122.0,123.0,50000.0
46631,123738755,Burning Bridget Cleary Creates a New Album!,World Music,Music,USD,2013-02-15,8000.0,2013-01-11 19:02:28,8564.0,successful,156,US,8564.0,8564.0,8000.0
53192,1270889150,Pawatch - ULTIMATE Charging Solution For Apple Watch,Gadgets,Technology,HKD,2017-11-05,78000.0,2017-10-06 10:45:40,82831.0,successful,78,HK,77.62,10615.96,9996.8
15742,1079686441,Big Dirt's Next CD Release,Rock,Music,USD,2014-12-03,1500.0,2014-11-05 02:42:15,1620.0,successful,32,US,1620.0,1620.0,1500.0
18953,1096045750,A Family Abroad,Video,Journalism,CAD,2015-07-19,5000.0,2015-06-19 16:21:12,26.0,failed,2,CA,21.24,19.86,3819.42
252331,353418382,A Piece Of Earth,Painting,Art,DKK,2017-04-17,1000.0,2017-04-05 02:14:20,4115.0,successful,10,DK,454.44,591.94,143.85
145927,1741429475,Classic Mini Restoration,Photography,Photography,GBP,2013-09-12,3250.0,2013-08-13 02:16:36,0.0,failed,0,GB,0.0,0.0,5144.52
118844,1603747615,Arkham Nights Lovecraftian Party Game,Tabletop Games,Games,USD,2015-04-01,8500.0,2015-03-13 17:59:48,4734.0,failed,120,US,4734.0,4734.0,8500.0
65264,1331946967,PiLLOOHS Women's clothing- think of HOOTERS in a flirty way!,Apparel,Fashion,USD,2016-01-13,2600.0,2015-12-16 05:55:34,61.0,failed,4,US,61.0,61.0,2600.0
361737,913221003,Help Us Start Our Channel!!!,Comedy,Film & Video,USD,2015-03-15,150.0,2015-02-09 02:26:46,1.0,failed,1,US,1.0,1.0,150.0
292372,557906176,Click for fun cat stuff,Apparel,Fashion,GBP,2015-11-11,1200.0,2015-10-12 07:58:33,1522.0,successful,101,GB,2331.33,2317.05,1826.85
4127,1021205843,A Touch of Class: 7 New Classes for 5th Edition,Tabletop Games,Games,GBP,2017-05-05,1000.0,2017-04-03 18:59:08,67671.0,successful,2453,GB,7638.0,87562.59,1293.95
172175,1875655430,"Redleg Designs, T-Shirt Company",Design,Design,USD,2016-04-09,2500.0,2016-03-12 13:28:33,10.0,failed,1,US,10.0,10.0,2500.0
78211,1397854072,Bringing Fantasy Gaming To Life! (Canceled),Tabletop Games,Games,USD,2013-08-18,15000.0,2013-07-19 18:57:45,7753.0,canceled,104,US,7753.0,7753.0,15000.0
279890,49379584,Perils of Superman skit,Performance Art,Art,USD,2013-04-05,500.0,2013-03-06 22:31:30,1785.0,successful,63,US,1785.0,1785.0,500.0
18617,1094458085,Prototype for handmade Canvas Tents,Product Design,Design,CHF,2016-12-24,5500.0,2016-11-22 23:01:17,5.0,failed,1,CH,0.0,4.91,5398.51
221322,2127299940,Prosperity Brand Fashion,Fashion,Fashion,USD,2013-10-21,5000.0,2013-09-21 02:07:59,0.0,failed,0,US,0.0,0.0,5000.0
